,description,variety,expensive,sparkling,province
5744,"Stéphane Asséo, who also owns L'Aventure in Paso Robles, California, runs this estate as one of the star properties in Castillon. The wine is rich and plummy, with dense, soft fruit, dusty tannins, layers of new wood and ripe black fruits. Drink now, or keep for 2–3 years.",Bordeaux-style_Red_Blend,0,0,Bordeaux
2794,"Marked by a touch of nail polish on the nose and a slight pickle-brine note on the palate, this is otherwise a medium-bodied, cherry-fruited blend of 70% Grenache and 30% Syrah.",Rhône-style_Red_Blend,1,0,Rhône_Valley
4162,"With only 30 cases imported, this might be a tough find, but it's a great Terrasses du Larzac at an attractive price. Rich and concentrated dark fruit flavors of plum, cherry and boysenberry are infused with notes of chicory and herbal bark. The lush and creamy texture fills the palate, with a vanilla custard richness and a baking spice-flavored finish.",Rhône-style_Red_Blend,1,0,Languedoc-Roussillon
143,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Pinot_Blanc,0,0,Alsace
851,"Very pale in color, this wine has managed to retain plenty of delicious fruity flavors. Yellow and white peaches show strongly as does a fine tang of acidity. The wine, from 40-year-old vines, has a fine touch of spice at the end. Ready to drink now.",Rosé,0,0,Provence
1082,"The nose gives little away but the palate stands straight and upright with a slight tannic grip and honest, clean redcurrant and red-plum fruit. Edges of spice and soil make for an autumnal feel. It's a very classic, honest, light red.",Pinot_Noir,1,0,Alsace
5757,"It is the blend of Malbec (Cot) and Cabernet Franc that gives this wine its intense, dry, tannic core. It is, though, all fruit as well, crisp plum skin textures and smoky black berry flavors. Despite the cooler year, this offers ripeness as well as taut, fresh acidity.",Red_Blend,0,0,Loire_Valley
4139,"One of the top Vouvray sparkling wines, this 2012 is still young. That gives it almond, quince and pear flavors along with intense bright acidity. It is still missing the richer, toasty character that will come with age. Drink from 2016.",Chenin_Blanc,0,0,Loire_Valley
9981,"A rich, lush melange of fruit and nuts, with sinuous, almost unctuous flavors that twine around the palate like a snake. Long, fascinating finish, elegantly balanced and precise.",Chardonnay,1,0,Burgundy
9154,"Roux Père et Fils, based in Saint-Aubin, has done much to enhance the reputation of the appellation. This wine shows the potential of the ripe fruit that can be produced in a year such as 2004. Perhaps the winemaker was carried away by new wood, but that should tone down in a year.",Chardonnay,1,0,Burgundy
5477,"Fruity and fresh, this tastes off dry. There is a touch of yeastiness that blows off, leaving wild strawberry and citrus flavors, with a soft, creamy finish.",Rosé,0,0,Bordeaux
7105,"This is an attractively perfumed wine, which is polished by the wood influence, offering flavors of mint and eucalyptus. It is rich and spicy, with the weight of black fruits. This is already drinkable, so consume it now, or keep it for 3–4 years.",Bordeaux-style_Red_Blend,1,0,Bordeaux
9870,"A ripe wine that is polished almost as bright as a diamond. Big, chocolaty flavors are balanced by some acidity and soft tannins. This is a seductive wine that belies the quality of the vintage, showing concentration and sweet, dense fruit.",Bordeaux-style_Red_Blend,1,0,Bordeaux
6463,"Impressive dark purple in color, this powerful vin carries lots of toasted-oak aromas: menthol and cedar in particular. There's some promising dark fruit underneath it all that should emerge in a couple years' time. Less exciting than this winery's 1996, which leads to the question: could the creation of a luxury cuvée have had an effect on the quality of this wine?",Red_Blend,0,0,Southwest_France
9700,"Different from many inexpensive Merlots in that it offers a fair amount of acid and tannin structure to go along with plummy, coffee-tinged fruit. Crisp and dry on the finish, giving it the edge to pair successfully with grilled steaks or burgers.",Merlot,0,0,Languedoc-Roussillon
1487,"Just to the west of the Grand Cru of Moenchberg, this small vineyard has produced a rich, ripe and full-bodied wine. It's surprisingly ready to drink, balanced between spice, tropical fruits and just enough acidity. Drink now, although it will also age at least until 2020.",Pinot_Gris,1,0,Alsace
2581,"White peach, sweet citrus, underipe nectarine and delicate dried savory herbs flesh out this racy, light bodied white. Pair with grilled seafood or salad with a lemon vinaigrette.",Sauvignon_Blanc,0,0,Languedoc-Roussillon
2096,"Very fruity and fresh, this wine has crisp apples as well as red fruit giving it a bright, delicious feeling. The acidity goes right through the wine, giving a beautifully fresh feel that points up the fragrant raspberries. Vineyards are in the heart of the sandy soils of the Saint Tropez peninsula.",Rosé,0,0,Provence
9351,"Freshness is the hallmark of this attractively crisp, apple-flavored wine. The lightness of texture manages to retain some good green plum skin, apricot and lively acidity. The finish is pure, clean, slightly honeyed.",Chardonnay,1,0,Burgundy
1930,"This wine comes from Gascony, where the Gascon and his famous beret are inseparable. This blend of mainly Gros Manseng has some herbal character but it also has yellow fruits, and a ripe edge of honey that softens and fills out the crisp green-fruit flavors. Drink now.",White_Blend,0,0,Southwest_France
1370,"Crisp and young, this is also a ripe wine. Attractive citrus fruits are given richness by red apple and tangy tangerine flavors. The wine is balanced, very fresh and is ready to drink.",Sauvignon_Blanc,1,0,Loire_Valley
1332,Low yields have produced a concentrated wine. The tannins are powerful and dense—a fine foil to the ripe juicy black-currant fruit. The impressive wine is going to take its time to be ready to drink with richness and tight structure. Drink from 2021.,Bordeaux-style_Red_Blend,0,0,Bordeaux
7163,"With its layers of wood, the wine has weight. Herbaceous characters are mixed with ripe pear flavors. There is a good, tight final texture.",Bordeaux-style_White_Blend,0,0,Bordeaux
7556,"Once you get past the sulfur aroma, this wine shows some richness, offering a melon note that's cut through with lemony acidity. It's now ready to drink.",Bordeaux-style_White_Blend,0,0,Bordeaux
1033,"The wine does have fruit, but it is masked by strong burnt tannins from the wood aging. The acidity shows the possibility of red berry fruits appearing later.",Bordeaux-style_Red_Blend,0,0,Bordeaux
9545,"This is the first vintage of a cuvée named, so the advertising has it, after a figure who is both romantic and modern. It is certainly a fine blend that shows ripe fruit, some layers of toast to go with some honey and fresh white fruits. It should age, but, as an apéritif wine, it's ready to drink now.",Champagne_Blend,1,1,Champagne
9089,"For a village wine, this is impressive. The richness and ripeness of the grapes translates into a full wine with white- fruit and spice flavors. But quite properly, there is a fine, poised mineral streak from the chalk soil that gives the wine shape and balance.",Chardonnay,1,0,Burgundy
6915,"The wine is ripe, yet with a line of green acidity and touches of bell pepper.",Bordeaux-style_Red_Blend,1,0,Bordeaux
6151,"A full-bodied wine, very sweet from botrytised grapes selected from old vines. It fills the mouth while keeping its elegance. Preserving the balance is fresh nectarine acidity. Immensely attractive now, this is likely to age well.",Chenin_Blanc,1,0,Loire_Valley
5921,"A soft, relatively ripe style of Sauvignon Blanc, moving towards white fruits, even hints of lychee spice. But the wine also has an herbaceous element, showing young, green plum juiciness. It is simple,fresh and attractive to drink now. Screwcap.",Sauvignon_Blanc,0,0,Loire_Valley
5800,"A well-flavored, well-structured wine, which emphasizes Margaux elegance. Flavors of black currant, Mediterranean herbs and spices are all harmonious. It may not be a big wine, but it has richness, light tannins and good intensity.",Bordeaux-style_Red_Blend,1,0,Bordeaux
6624,"The gorgeous nose of petrol, lime and citrus promises more than the mouth can deliver. The dry palate shows some attractive notes of white flowers but is thin and watery. The short finish rounds out the disappointment.",Riesling,0,0,Alsace
6128,"The Quarts de Chaume, the four fingers of land that rise above the Layon Valley, are one of the pinnacles of sweet wines in the Loire. Showing botrytis and layers of dryness over the honey and peach jelly flavors, but also has great freshness. The aftertaste just lasts.",Chenin_Blanc,1,0,Loire_Valley
6667,"This wine could use a bit more zest but it does offer some attractive and approachable aromas of lychee and fresh grapes. The short, appley finish is saved from being flabby by a slight spritz. Drink soon.",Gewürztraminer,0,0,Alsace
8449,"A bulky wine with an ample mix of cherry and chocolate flavors, this Gigondas is a big, fairly rich mouthful but is slightly lacking for nuance. Give it another year or two to see if more develops.",Rhône-style_Red_Blend,1,0,Rhône_Valley
5791,"Ripe and soft, with smooth toast-inspired texture and blackberry fruits on the rich side. It is still young, needing another year to pull firmly together, but its elegance already shows.",Cabernet_Franc,1,0,Loire_Valley
908,"This attractively crisp wine is full of fruit with just a touch of caramel. Light, bright and very dry, it finishes with intense acidity.",Rosé,0,0,Southwest_France
5226,"There is great purity of fruit here. The wine that shows the freshest of strawberries, and is given a jelly flavor by their sweetness. The tannins are a core of dryness and blend satisfyingly with the acidity and fruits. For such a humble appellation, this is an impressive wine.",Pinot_Noir,1,0,Burgundy
